"country_code","country_full","brand","model","num_ads","total_ads"
17,"germany","MERCEDES_BENZ","GL 320",124,5638816
17,"germany","PEUGEOT","205",123,5638816
17,"germany","JAGUAR","XJR",123,5638816
17,"germany","VW","CORRADO",123,5638816
17,"germany","MAZDA","RX-8",123,5638816
17,"germany","MERCEDES_BENZ","CL 63 AMG",122,5638816
17,"germany","POLESTAR","4",121,5638816
17,"germany","BYD","SEALION 7",121,5638816
17,"germany","MERCEDES_BENZ","CL 200",121,5638816
17,"germany","MG","CYBERSTER",121,5638816
17,"germany","CHEVROLET","OTHERS",120,5638816
17,"germany","HYUNDAI","TERRACAN",120,5638816
17,"germany","CHRYSLER","SEBRING",120,5638816
17,"germany","OPEL","COMBO-E LIFE",119,5638816
17,"germany","VW","CROSS TOURAN",119,5638816
17,"germany","RENAULT","SCENIC E-TECH",118,5638816
17,"germany","KIA","CERATO",116,5638816
17,"germany","HONDA","E:NY1",116,5638816
17,"germany","MASERATI","4200",115,5638816
17,"germany","RENAULT","GRAND ESPACE",115,5638816
17,"germany","CORVETTE","C3",115,5638816
17,"germany","MERCEDES_BENZ","V",114,5638816
17,"germany","SUBARU","JUSTY",114,5638816
17,"germany","HONDA","PRELUDE",113,5638816
17,"germany","LAMBORGHINI","REVUELTO",113,5638816
17,"germany","MERCEDES_BENZ","G 55 AMG",113,5638816
17,"germany","NISSAN","NP300",113,5638816
17,"germany","MERCEDES_BENZ","CLC 200",112,5638816
17,"germany","VW","T1__MODEL_ALL",112,5638816
17,"germany","TOYOTA","PRIUS_PLUS",112,5638816
17,"germany","MERCEDES_BENZ","S 430",112,5638816
17,"germany","PEUGEOT","EXPERT TEPEE",112,5638816
17,"germany","MCLAREN","720S",112,5638816
17,"germany","OPEL","COMBO-E",112,5638816
17,"germany","ALFA_ROMEO","GTV",111,5638816
17,"germany","FORD","COURIER",111,5638816
17,"germany","MERCEDES_BENZ","R 280",111,5638816
17,"germany","TOYOTA","STARLET",111,5638816
17,"germany","FERRARI","F8 SPIDER",110,5638816
17,"germany","XPENG","P7",110,5638816
17,"germany","MERCEDES_BENZ","CLK 220",109,5638816
17,"germany","XPENG","OTHERS",109,5638816
17,"germany","AUDI","QUATTRO",109,5638816
17,"germany","ASTON_MARTIN","VANQUISH",109,5638816
17,"germany","TOYOTA","PROACE MAX",109,5638816
17,"germany","CUPRA","OTHERS",108,5638816
17,"germany","MERCEDES_BENZ","E 260",108,5638816
17,"germany","CUPRA","FORMENTOR VZ5",108,5638816
17,"germany","LADA","TAIGA",108,5638816
17,"germany","LEXUS","NX 450",108,5638816
17,"germany","MERCEDES_BENZ","C 270",107,5638816
17,"germany","MERCEDES_BENZ","CLS SHOOTING BRAKE",107,5638816
17,"germany","AUDI","SQ6 E-TRON",106,5638816
17,"germany","LEXUS","CT 200H",104,5638816
17,"germany","HYUNDAI","H-1 STAREX",104,5638816
17,"germany","LOTUS","EXIGE",103,5638816
17,"germany","ASTON_MARTIN","VANTAGE",103,5638816
17,"germany","FORD","SIERRA",103,5638816
17,"germany","TOYOTA","URBAN CRUISER",103,5638816
17,"germany","BMW","130",102,5638816
17,"germany","BYD","ATTO 2",102,5638816
17,"germany","MAZDA","CX-9",102,5638816
17,"germany","ALFA_ROMEO","156",102,5638816
17,"germany","AUDI","COUP<U+00C9>",102,5638816
17,"germany","MITSUBISHI","L300",101,5638816
17,"germany","PEUGEOT","607",101,5638816
17,"germany","NISSAN","INTERSTAR",101,5638816
17,"germany","MERCEDES_BENZ","SLC 280",101,5638816
17,"germany","JAGUAR","MK II",101,5638816
17,"germany","AUDI","SQ8 E-TRON",100,5638816
17,"germany","MERCEDES_BENZ","GLS 500",100,5638816
17,"germany","ASTON_MARTIN","DB12",100,5638816
17,"germany","BMW","425",99,5638816
17,"germany","CHEVROLET","CORVETTE",99,5638816
17,"germany","MERCEDES_BENZ","170",99,5638816
17,"germany","BMW","1ER M COUP<U+00C9>",98,5638816
17,"germany","MINI","ONE_D_CLUBMAN",98,5638816
17,"germany","CITROEN","CX",98,5638816
17,"germany","ALFA_ROMEO","ALFA 156",98,5638816
17,"germany","MERCEDES_BENZ","E 430",98,5638816
17,"germany","HYUNDAI","GENESIS",97,5638816
17,"germany","MERCEDES_BENZ","G 270",96,5638816
17,"germany","HONDA","INSIGHT",96,5638816
17,"germany","MERCEDES_BENZ","SL 230",96,5638816
17,"germany","CITROEN","SAXO",95,5638816
17,"germany","MERCEDES_BENZ","ML 400",95,5638816
17,"germany","MINI","COOPER E",94,5638816
17,"germany","MERCEDES_BENZ","GL 63 AMG",94,5638816
17,"germany","BMW","216 GRAN COUPE",94,5638816
17,"germany","HONDA","CR-Z",94,5638816
17,"germany","LAND_ROVER","SERIES",94,5638816
17,"germany","OPEL","ASCONA",93,5638816
17,"germany","VOLVO","940",93,5638816
17,"germany","LEXUS","NX 350",93,5638816
17,"germany","CORVETTE","C7",92,5638816
17,"germany","CHEVROLET","LACETTI",91,5638816
17,"germany","CHRYSLER","VOYAGER",91,5638816
17,"germany","ALPINA","XD4",91,5638816
17,"germany","MG","TF",91,5638816
17,"germany","JEEP","PATRIOT",91,5638816
17,"germany","FERRARI","SF90 SPIDER",90,5638816
17,"germany","DODGE","VIPER",89,5638816
17,"germany","CITROEN","C-ZERO",89,5638816
17,"germany","OPEL","AMPERA",89,5638816
17,"germany","FORD","COUGAR",88,5638816
17,"germany","ROLLS_ROYCE","GHOST",88,5638816
17,"germany","MINI","1300",88,5638816
17,"germany","MERCEDES_BENZ","G 290",87,5638816
17,"germany","LAND_ROVER","SERIE III",87,5638816
17,"germany","VW","T3_KOMBI",87,5638816
17,"germany","MITSUBISHI","PAJERO PININ",87,5638816
17,"germany","MERCEDES_BENZ","R 300",86,5638816
17,"germany","CHEVROLET","SUBURBAN",86,5638816
17,"germany","FERRARI","F8 TRIBUTO",86,5638816
17,"germany","OPEL","INSIGNIA CT",86,5638816
17,"germany","MERCEDES_BENZ","R 500",85,5638816
17,"germany","MERCEDES_BENZ","B ELECTRIC DRIVE",85,5638816
17,"germany","ABARTH","500C",85,5638816
17,"germany","CORVETTE","C4",84,5638816
17,"germany","MG","MGA",84,5638816
17,"germany","HYUNDAI","H350",84,5638816
17,"germany","NISSAN","NV250",84,5638816
17,"germany","FIAT","COUPE",83,5638816
17,"germany","AUDI","COUPE",83,5638816
17,"germany","LOTUS","ELETRE",82,5638816
17,"germany","MERCEDES_BENZ","EQV 250",82,5638816
17,"germany","LEXUS","IS 250",81,5638816
17,"germany","FIAT","TOPOLINO",81,5638816
17,"germany","RENAULT","R 19",81,5638816
17,"germany","LEXUS","IS 300",81,5638816
17,"germany","FORD","GRANADA",81,5638816
17,"germany","MERCEDES_BENZ","420",81,5638816
17,"germany","OPEL","MANTA",80,5638816
17,"germany","BMW","650 GRAN COUPE",80,5638816
17,"germany","MCLAREN","570S",80,5638816
17,"germany","MERCEDES_BENZ","E 420",80,5638816
17,"germany","BENTLEY","OTHERS",80,5638816
17,"germany","DACIA","OTHERS",79,5638816
17,"germany","MASERATI","MC20",79,5638816
17,"germany","CHEVROLET","EXPRESS",79,5638816
17,"germany","ALFA_ROMEO","4C",79,5638816
17,"germany","ASTON_MARTIN","VIRAGE",79,5638816
17,"germany","CHEVROLET","EPICA",78,5638816
17,"germany","VOLVO","240",78,5638816
17,"germany","MERCEDES_BENZ","SL 65 AMG",77,5638816
17,"germany","SSANGYONG","TORRES",77,5638816
17,"germany","OPEL","SPEEDSTER",77,5638816
17,"germany","MINI","1000",77,5638816
17,"germany","MERCEDES_BENZ","C 450 AMG",77,5638816
17,"germany","MERCEDES_BENZ","GL 420",77,5638816
17,"germany","LEXUS","ES 300",77,5638816
17,"germany","FERRARI","F355",76,5638816
17,"germany","PEUGEOT","ION",76,5638816
17,"germany","CHEVROLET","BLAZER",76,5638816
17,"germany","HYUNDAI","H 350",75,5638816
17,"germany","MITSUBISHI","GALANT",75,5638816
17,"germany","FORD","PROBE",74,5638816
17,"germany","HYUNDAI","IX55",74,5638816
17,"germany","MERCEDES_BENZ","CLK 55 AMG",74,5638816
17,"germany","NISSAN","SKYLINE",74,5638816
17,"germany","MERCEDES_BENZ","CLK 430",74,5638816
17,"germany","ALPINA","B6",74,5638816
17,"germany","CADILLAC","XT4",74,5638816
17,"germany","MERCEDES_BENZ","SLK 300",73,5638816
17,"germany","CITROEN","AMI",73,5638816
17,"germany","SUBARU","NEW_CROSSTREK",73,5638816
17,"germany","FORD","F 100",73,5638816
17,"germany","PORSCHE","OTHERS",72,5638816
17,"germany","JEEP","WILLYS",72,5638816
17,"germany","CHRYSLER","STRATUS",72,5638816
17,"germany","MERCEDES_BENZ","CL 55 AMG",72,5638816
17,"germany","FIAT","126",72,5638816
17,"germany","JEEP","CJ",71,5638816
17,"germany","HUMMER","H1",71,5638816
17,"germany","TRIUMPH","TR6",71,5638816
17,"germany","HUMMER","H3",70,5638816
17,"germany","OPEL","SENATOR",70,5638816
17,"germany","LANCIA","MUSA",70,5638816
17,"germany","CHEVROLET","CHEVY VAN",70,5638816
17,"germany","FORD","SCORPIO",69,5638816
17,"germany","SKODA","PRAKTIK",69,5638816
17,"germany","FERRARI","348",69,5638816
17,"germany","FERRARI","FF",69,5638816
17,"germany","MERCEDES_BENZ","A 210",69,5638816
17,"germany","BYD","OTHERS",69,5638816
17,"germany","MCLAREN","750S",69,5638816
17,"germany","HYUNDAI","ELANTRA",69,5638816
17,"germany","PEUGEOT","OTHERS",69,5638816
17,"germany","ABARTH","124 SPIDER",68,5638816
17,"germany","SUBARU","WRX STI",68,5638816
17,"germany","FERRARI","488 SPIDER",67,5638816
17,"germany","MERCEDES_BENZ","GLK 280",67,5638816
17,"germany","MINI","ONE_D_COUNTRYMAN",66,5638816
17,"germany","CITROEN","<U+00CB>-BERLINGO",66,5638816
17,"germany","VOLVO","AMAZON",66,5638816
17,"germany","MERCEDES_BENZ","ESPRINTER",66,5638816
17,"germany","ROLLS_ROYCE","CULLINAN",66,5638816
17,"germany","BENTLEY","MULSANNE",66,5638816
17,"germany","CITROEN","BX",66,5638816
17,"germany","TOYOTA","CARINA",66,5638816
17,"germany","CHEVROLET","IMPALA",66,5638816
17,"germany","VW","T5 SHUTTLE",66,5638816
17,"germany","BMW","335 GRAN TURISMO",66,5638816
17,"germany","MERCEDES_BENZ","G 240",65,5638816
17,"germany","MCLAREN","600LT",65,5638816
17,"germany","TOYOTA","PREVIA",65,5638816
17,"germany","SUBARU","LEVORG",65,5638816
17,"germany","MERCEDES_BENZ","CL 180",65,5638816
17,"germany","PORSCHE","912",65,5638816
17,"germany","KIA","MAGENTIS",65,5638816
17,"germany","SSANGYONG","MUSSO",65,5638816
17,"germany","ALPINA","D4",65,5638816
17,"germany","LEXUS","LBX",65,5638816
17,"germany","CORVETTE","Z06",64,5638816
17,"germany","FERRARI","TESTAROSSA",64,5638816
17,"germany","MERCEDES_BENZ","C 55 AMG",64,5638816
17,"germany","JEEP","WAGONEER",64,5638816
17,"germany","ABARTH","695C",64,5638816
17,"germany","ALPINA","B7",64,5638816
17,"germany","FERRARI","488 GTB",63,5638816
17,"germany","MERCEDES_BENZ","600",63,5638816
17,"germany","DAIHATSU","MATERIA",63,5638816
17,"germany","MCLAREN","GT",63,5638816
17,"germany","BMW","1ER_M_COUPE",63,5638816
17,"germany","MERCEDES_BENZ","E 50 AMG",63,5638816
17,"germany","FERRARI","308",63,5638816
17,"germany","MINI","COOPER_D_CABRIO",63,5638816
17,"germany","CITROEN","XANTIA",62,5638816
17,"germany","TRIUMPH","SPITFIRE",62,5638816
17,"germany","SUZUKI","KIZASHI",62,5638816
17,"germany","VW","BUS",62,5638816
17,"germany","MCLAREN","MP4-12C",61,5638816
17,"germany","SUBARU","SOLTERRA",60,5638816
17,"germany","MERCEDES_BENZ","W 114/115 STRICH-ACHT",60,5638816
17,"germany","PEUGEOT","4008",60,5638816
17,"germany","MAXUS","T90",60,5638816
17,"germany","FIAT","STRADA",60,5638816
17,"germany","FERRARI","296 GTS",60,5638816
17,"germany","BENTLEY","CONTINENTAL FLYING SPUR",60,5638816
17,"germany","CADILLAC","DEVILLE",60,5638816
17,"germany","FERRARI","328",59,5638816
17,"germany","NISSAN","200 SX",59,5638816
17,"germany","MERCEDES_BENZ","CL",59,5638816
17,"germany","HONDA","S 2000",59,5638816
17,"germany","MERCEDES_BENZ","CLS 250 SHOOTING BRAKE",59,5638816
17,"germany","SUBARU","BRZ",59,5638816
17,"germany","MERCEDES_BENZ","CLK 63 AMG",59,5638816
17,"germany","OPEL","COMBO ELECTRIC",59,5638816
17,"germany","MINI","COOPER_S_ROADSTER",59,5638816
17,"germany","LEXUS","RX 400",59,5638816
17,"germany","GMC","SIERRA",58,5638816
17,"germany","MERCEDES_BENZ","CLS 55 AMG",58,5638816
17,"germany","BENTLEY","ARNAGE",58,5638816
17,"germany","BMW","ACTIVE HYBRID 7",58,5638816
17,"germany","CHEVROLET","HHR",57,5638816
17,"germany","ASTON_MARTIN","RAPIDE",57,5638816
17,"germany","RENAULT","KANGOO Z.E.",57,5638816
17,"germany","AUDI","90",57,5638816
17,"germany","SEAT","LEON E-HYBRID",57,5638816
17,"germany","MAZDA","BT-50",57,5638816
17,"germany","CADILLAC","CTS",57,5638816
17,"germany","ASTON_MARTIN","DB7",56,5638816
17,"germany","FORD","F 350",56,5638816
17,"germany","OPEL","VIVARO-E",56,5638816
17,"germany","MERCEDES_BENZ","CE 280",56,5638816
17,"germany","VOLVO","960",55,5638816
17,"germany","MERCEDES_BENZ","CE 220",55,5638816
17,"germany","BMW","230 ACTIVE TOURER",55,5638816
17,"germany","LOTUS","EVORA",55,5638816
17,"germany","FORD","ECONOLINE",55,5638816
17,"germany","CITROEN","C-ELYS<U+00C9>E",55,5638816
17,"germany","LINCOLN","TOWN CAR",55,5638816
17,"germany","FORD","MERCURY",55,5638816
17,"germany","VW","181",55,5638816
17,"germany","MINI","JOHN_COOPER_WORKS_COUPE",55,5638816
17,"germany","MERCEDES_BENZ","CL 65 AMG",54,5638816
17,"germany","BMW","418 GRAN COUPE",54,5638816
17,"germany","MG","MGS5",54,5638816
17,"germany","MITSUBISHI","I-MIEV",54,5638816
17,"germany","MITSUBISHI","CANTER",54,5638816
17,"germany","FERRARI","612",54,5638816
17,"germany","HONDA","LOGO",53,5638816
17,"germany","MERCEDES_BENZ","SLK 32 AMG",53,5638816
17,"germany","MERCEDES_BENZ","CLK 270",53,5638816
17,"germany","MERCEDES_BENZ","ATEGO",53,5638816
17,"germany","MAYBACH","57",53,5638816
17,"germany","MASERATI","SPYDER",53,5638816
17,"germany","FIAT","LINEA",53,5638816
17,"germany","MERCEDES_BENZ","CLS 280",53,5638816
17,"germany","MERCEDES_BENZ","CLC 220",53,5638816
17,"germany","VOLVO","740",53,5638816
17,"germany","LEXUS","LC 500",53,5638816
17,"germany","CITROEN","C-ELYSEE",53,5638816
17,"germany","MERCEDES_BENZ","S 650",52,5638816
17,"germany","MERCEDES_BENZ","270",52,5638816
17,"germany","ROLLS_ROYCE","PHANTOM",52,5638816
17,"germany","MAXUS","EUNIQ 6",52,5638816
17,"germany","MERCEDES_BENZ","S 550",52,5638816
17,"germany","SSANGYONG","RODIUS",52,5638816
17,"germany","LEXUS","GS 300",51,5638816
17,"germany","RENAULT","FLUENCE",51,5638816
17,"germany","MERCEDES_BENZ","E 50",51,5638816
17,"germany","FORD","GT",51,5638816
17,"germany","BMW","520 GRAN TURISMO",51,5638816
17,"germany","MERCEDES_BENZ","400",50,5638816
17,"germany","KIA","OPIRUS",50,5638816
17,"germany","BYD","TANG",50,5638816
17,"germany","ALPINA","XB7",50,5638816
17,"germany","FERRARI","512",50,5638816
17,"germany","PONTIAC","FIREBIRD",50,5638816
17,"germany","VW","T3 KOMBI",50,5638816
17,"germany","AIWAYS","U5",50,5638816
17,"germany","LANCIA","THEMA",49,5638816
17,"germany","VOLVO","S70",49,5638816
17,"germany","LAMBORGHINI","MURCI<U+00C9>LAGO",49,5638816
17,"germany","CORVETTE","C5",49,5638816
17,"germany","PEUGEOT","504",49,5638816
17,"germany","DAIHATSU","TREVIS",49,5638816
17,"germany","MERCEDES_BENZ","S 260",48,5638816
17,"germany","MERCEDES_BENZ","T1",48,5638816
17,"germany","MG","MIDGET",48,5638816
17,"germany","NISSAN","NP 300",48,5638816
17,"germany","RENAULT","SAFRANE",48,5638816
17,"germany","NISSAN","300 ZX",48,5638816
17,"germany","ASTON_MARTIN","OTHERS",48,5638816
17,"germany","HYUNDAI","TRAJET",48,5638816
17,"germany","MG","TD",48,5638816
17,"germany","TOYOTA","PASEO",47,5638816
17,"germany","LOTUS","SUPER SEVEN",47,5638816
17,"germany","ALPINA","D3 S",47,5638816
17,"germany","CHEVROLET","G",47,5638816
17,"germany","CHEVROLET","MALIBU",47,5638816
17,"germany","FERRARI","MONDIAL",47,5638816
17,"germany","SSANGYONG","XLV",47,5638816
17,"germany","RENAULT","VEL SATIS",46,5638816
17,"germany","NISSAN","MAXIMA",46,5638816
17,"germany","MERCEDES_BENZ","CL 220",46,5638816
17,"germany","CADILLAC","ELDORADO",46,5638816
17,"germany","LADA","KALINA",46,5638816
17,"germany","NISSAN","TERRANO",45,5638816
17,"germany","MAXUS","MIFA 9",45,5638816
17,"germany","TOYOTA","TUNDRA",45,5638816
17,"germany","MINI","COOPER_ROADSTER",45,5638816
17,"germany","MAZDA","RX-7",45,5638816
17,"germany","FIAT","MULTIPLA",45,5638816
17,"germany","POLESTAR","3",45,5638816
17,"germany","CITROEN","SM",45,5638816
17,"germany","ROVER","75",45,5638816
17,"germany","MITSUBISHI","OTHERS",44,5638816
17,"germany","FERRARI","456",44,5638816
17,"germany","MERCEDES_BENZ","G 65 AMG",44,5638816
17,"germany","MINI","COOPER_S_PACEMAN",44,5638816
17,"germany","LADA","VESTA",44,5638816
17,"germany","CITROEN","E-C4 X",44,5638816
17,"germany","TOYOTA","SIENNA",44,5638816
17,"germany","MERCEDES_BENZ","ML 55 AMG",44,5638816
17,"germany","MASERATI","GRANSPORT",44,5638816
17,"germany","LEXUS","IS 220",44,5638816
17,"germany","LEXUS","IS 200",43,5638816
17,"germany","BMW","214",43,5638816
17,"germany","VW","BUGGY",43,5638816
17,"germany","FERRARI","599",43,5638816
17,"germany","CHEVROLET","CAPRICE",43,5638816
17,"germany","NISSAN","TOWNSTAR EV",42,5638816
17,"germany","FERRARI","488 PISTA",42,5638816
17,"germany","ALPINA","B10",42,5638816
17,"germany","VW","ILTIS",42,5638816
17,"germany","FIAT","124",42,5638816
17,"germany","FORD","FLEX",41,5638816
17,"germany","FISKER","OCEAN",41,5638816
17,"germany","MERCEDES_BENZ","SLK",41,5638816
17,"germany","AUDI","V8",41,5638816
17,"germany","BMW","620",41,5638816
17,"germany","JEEP","CJ-7",41,5638816
17,"germany","BMW","325 GRAN TURISMO",41,5638816
17,"germany","BENTLEY","AZURE",40,5638816
17,"germany","BMW","328 GRAN TURISMO",40,5638816
17,"germany","LINCOLN","CONTINENTAL",40,5638816
17,"germany","CHEVROLET","REZZO",40,5638816
17,"germany","MERCEDES_BENZ","CLK",40,5638816
17,"germany","MAZDA","MX-3",40,5638816
17,"germany","LEXUS","RX 500",40,5638816
17,"germany","FERRARI","599 GTB",40,5638816
17,"germany","CHEVROLET","EL CAMINO",40,5638816
17,"germany","LEXUS","RX 350",40,5638816
17,"germany","VOLVO","EC40",39,5638816
17,"germany","BMW","620 GRAN TURISMO",39,5638816
17,"germany","MERCEDES_BENZ","CLS 63 AMG SHOOTING BRAKE",39,5638816
17,"germany","VW","ID. BUZZ CARGO",39,5638816
17,"germany","LAND_ROVER","OTHERS",39,5638816
17,"germany","MASERATI","3200",39,5638816
17,"germany","VW","T3 CALIFORNIA",39,5638816
17,"germany","NISSAN","OTHERS",39,5638816
17,"germany","FIAT","CINQUECENTO",39,5638816
17,"germany","MERCEDES_BENZ","C 32 AMG",39,5638816
17,"germany","LEXUS","SC 430",38,5638816
17,"germany","FORD","EXPEDITION",38,5638816
17,"germany","JAGUAR","OTHERS",38,5638816
17,"germany","FIAT","127",38,5638816
17,"germany","AUDI","200",38,5638816
17,"germany","OPEL","MONZA",38,5638816
17,"germany","MORGAN","PLUS 8",38,5638816
17,"germany","PEUGEOT","E-RIFTER",38,5638816
17,"germany","AUDI","RS2",38,5638816
17,"germany","NISSAN","CUBE",38,5638816
17,"germany","HONDA","LEGEND",38,5638816
17,"germany","OPEL","AMPERA-E",37,5638816
17,"germany","MERCEDES_BENZ","GLK 300",37,5638816
17,"germany","CADILLAC","XT5",37,5638816
17,"germany","MERCEDES_BENZ","CLS 500 SHOOTING BRAKE",37,5638816
17,"germany","DAIHATSU","COPEN",37,5638816
17,"germany","HONDA","S2000",37,5638816
17,"germany","MCLAREN","ARTURA",36,5638816
17,"germany","DODGE","OTHERS",36,5638816
17,"germany","SUBARU","TREZIA",36,5638816
17,"germany","FERRARI","GTC4 LUSSO",36,5638816
17,"germany","RENAULT","ALPINE A110",36,5638816
17,"germany","DAIHATSU","CHARADE",36,5638816
17,"germany","MITSUBISHI","SPACE WAGON",36,5638816
17,"germany","ALFA_ROMEO","ALFA 166",36,5638816
17,"germany","MINI","COOPER_SD_CABRIO",36,5638816
17,"germany","OPEL","COMMODORE",36,5638816
17,"germany","PEUGEOT","404",35,5638816
17,"germany","BMW","524",35,5638816
17,"germany","FERRARI","400",35,5638816
17,"germany","NISSAN","PICK UP",35,5638816
17,"germany","BMW","340 GRAN TURISMO",35,5638816
17,"germany","CHEVROLET","ASTRO",35,5638816
17,"germany","LAND_ROVER","SERIE II",34,5638816
17,"germany","FIAT","500L TREKKING",34,5638816
17,"germany","MAXUS","OTHERS",34,5638816
17,"germany","ALFA_ROMEO","ALFETTA",34,5638816
17,"germany","ASTON_MARTIN","DB",34,5638816
17,"germany","MERCEDES_BENZ","SLC 250",34,5638816
17,"germany","MERCEDES_BENZ","MB 100",34,5638816
17,"germany","ALPINA","B8",34,5638816
17,"germany","CADILLAC","SEVILLE",34,5638816
17,"germany","LOTUS","EMEYA",34,5638816
17,"germany","JAGUAR","XJSC",34,5638816
17,"germany","PONTIAC","TRANS AM",34,5638816
17,"germany","FERRARI","12 CILINDRI",33,5638816
17,"germany","MERCEDES_BENZ","S 250",33,5638816
17,"germany","CORVETTE","C1",33,5638816
17,"germany","HONDA","NSX",33,5638816
17,"germany","VOLVO","245",32,5638816
17,"germany","SSANGYONG","ACTYON",32,5638816
17,"germany","AUDI","RS",32,5638816
17,"germany","FORD","FAIRLANE",32,5638816
17,"germany","FERRARI","GTC4LUSSO",32,5638816
17,"germany","MORGAN","PLUS 4",32,5638816
17,"germany","MASERATI","BITURBO",32,5638816
17,"germany","FORD","CROWN",32,5638816
17,"germany","RENAULT","AVANTIME",32,5638816
17,"germany","CHEVROLET","K30",32,5638816
17,"germany","MITSUBISHI","SPACE RUNNER",32,5638816
17,"germany","NIO","ET5",32,5638816
17,"germany","GMC","YUKON",32,5638816
17,"germany","NISSAN","100 NX",32,5638816
17,"germany","MERCEDES_BENZ","ML 430",32,5638816
17,"germany","DODGE","AVENGER",31,5638816
17,"germany","BENTLEY","CONTINENTAL SUPERSPORTS",31,5638816
17,"germany","DODGE","DAKOTA",31,5638816
17,"germany","BMW","315",31,5638816
17,"germany","FORD","ESCAPE",31,5638816
17,"germany","AUDI","S6 E-TRON",31,5638816
17,"germany","ASTON_MARTIN","V12 VANTAGE",31,5638816
17,"germany","KGM","REXTON",30,5638816
17,"germany","VOLVO","244",30,5638816
17,"germany","BMW","633",30,5638816
17,"germany","FORD","E-TRANSIT",30,5638816
17,"germany","MAXUS","EUNIQ 5",30,5638816
17,"germany","HYUNDAI","GALLOPER",30,5638816
17,"germany","MERCEDES_BENZ","CL 230",30,5638816
17,"germany","MERCEDES_BENZ","S 55",30,5638816
17,"germany","SKODA","FELICIA",30,5638816
17,"germany","FIAT","UNO",30,5638816
17,"germany","CORVETTE","C2",30,5638816
17,"germany","ROLLS_ROYCE","WRAITH",30,5638816
17,"germany","RENAULT","GRAND KANGOO",30,5638816
17,"germany","MASERATI","OTHERS",29,5638816
17,"germany","PORSCHE","918",29,5638816
17,"germany","MERCEDES_BENZ","C 36 AMG",29,5638816
17,"germany","SAAB","9000",29,5638816
17,"germany","OPEL","DIPLOMAT",29,5638816
17,"germany","MAZDA","XEDOS",29,5638816
17,"germany","FIAT","E-DOBLO",29,5638816
17,"germany","HYUNDAI","GENESIS COUPE",28,5638816
17,"germany","FIAT","500L CROSS",28,5638816
17,"germany","MERCEDES_BENZ","SL 250",28,5638816
17,"germany","HONDA","SHUTTLE",28,5638816
17,"germany","VOLVO","P1800",28,5638816
17,"germany","ROLLS_ROYCE","SILVER SHADOW",28,5638816
17,"germany","VW","TARO",28,5638816
17,"germany","DODGE","MAGNUM",28,5638816
17,"germany","TOYOTA","4-RUNNER",28,5638816
17,"germany","CHRYSLER","LE BARON",28,5638816
17,"germany","DAEWOO","KALOS",28,5638816
17,"germany","MERCEDES_BENZ","V 230",27,5638816
17,"germany","CHEVROLET","CHEVELLE",27,5638816
17,"germany","CHEVROLET","TRAILBLAZER",27,5638816
17,"germany","ROLLS_ROYCE","CORNICHE",27,5638816
17,"germany","FERRARI","575",27,5638816
17,"germany","VW","XL1",27,5638816
17,"germany","VW","POLO VARIANT",27,5638816
17,"germany","NISSAN","CABSTAR",27,5638816
17,"germany","MERCEDES_BENZ","SL 420",27,5638816
17,"germany","FERRARI","DINO GT4",27,5638816
17,"germany","FORD","ORION",27,5638816
17,"germany","CHEVROLET","C1500",27,5638816
17,"germany","VW","T4 ALLSTAR",27,5638816
17,"germany","BMW","ACTIVEHYBRID 7",27,5638816
17,"germany","CADILLAC","SRX",27,5638816
17,"germany","KGM","KORANDO",27,5638816
17,"germany","DODGE","CORONET",26,5638816
17,"germany","BENTLEY","TURBO R",26,5638816
17,"germany","LANCIA","FULVIA",26,5638816
17,"germany","LANCIA","KAPPA",26,5638816
17,"germany","LAMBORGHINI","DIABLO",26,5638816
17,"germany","TRIUMPH","TR3",26,5638816
17,"germany","ALPINA","OTHERS",26,5638816
17,"germany","MAZDA","121",26,5638816
17,"germany","OPEL","MONTEREY",26,5638816
17,"germany","VOLVO","945",25,5638816
17,"germany","CITROEN","<U+00CB>-C4 X",25,5638816
17,"germany","MERCEDES_BENZ","S 55 AMG",25,5638816
17,"germany","MAYBACH","62",25,5638816
17,"germany","DAEWOO","MATIZ",25,5638816
17,"germany","ROLLS_ROYCE","SILVER SPIRIT",25,5638816
17,"germany","MERCEDES_BENZ","CLS 220 SHOOTING BRAKE",25,5638816
17,"germany","MCLAREN","OTHERS",25,5638816
17,"germany","RENAULT","ALPINE A310",25,5638816
17,"germany","CADILLAC","FLEETWOOD",25,5638816
17,"germany","MERCEDES_BENZ","210/310",25,5638816
17,"germany","TRIUMPH","TR4",25,5638816
17,"germany","ALFA_ROMEO","SPORTWAGON",24,5638816
17,"germany","AUDI","S2",24,5638816
17,"germany","LEXUS","RZ",24,5638816
17,"germany","MG","ZT",24,5638816
17,"germany","BMW","550 GRAN TURISMO",23,5638816
17,"germany","NISSAN","PICKUP",23,5638816
17,"germany","LINCOLN","NAVIGATOR",23,5638816
17,"germany","KGM","TIVOLI",23,5638816
17,"germany","LADA","URBAN",23,5638816
17,"germany","FERRARI","LAFERRARI",23,5638816
17,"germany","FIAT","595 ABARTH",23,5638816
17,"germany","VOLVO","440",23,5638816
17,"germany","JEEP","CJ-5",23,5638816
17,"germany","FIAT","DINO",23,5638816
17,"germany","MAXUS","T60",23,5638816
17,"germany","MAZDA","MPV",22,5638816
17,"germany","MERCEDES_BENZ","CLC 350",22,5638816
17,"germany","VOLVO","PV544",22,5638816
